area_sqft,bedrooms,bathrooms,age_years,parking,distance_to_center_km,location,furnishing,price_lakhs
1144.0,3,3.0,1,1,3.8,City Center,Semi-Furnished,96.33
2268.0,5,5.0,25,2,8.2,IT Corridor,Unfurnished,122.08
1347.0,3,4.0,3,2,4.5,IT Corridor,Semi-Furnished,91.63
1893.0,3,3.0,17,2,7.1,Suburb,Unfurnished,86.02
1355.0,3,,6,0,14.2,Outskirts,,54.96
1277.0,3,2.0,16,3,5.6,City Center,Semi-Furnished,102.7
2416.0,5,6.0,0,2,13.5,Outskirts,,107.31
1245.0,3,2.0,20,2,12.3,Coastal,Fully-Furnished,73.2
761.0,1,1.0,4,1,16.2,IT Corridor,Fully-Furnished,55.79
1043.0,3,4.0,28,1,12.1,Suburb,Fully-Furnished,48.44
1241.0,4,3.0,0,0,11.8,Coastal,Semi-Furnished,89.99
2478.0,5,6.0,24,1,15.9,Outskirts,Fully-Furnished,97.18
1503.0,3,4.0,11,0,7.3,Suburb,Unfurnished,76.52
1867.0,4,3.0,4,1,26.8,Rural,Semi-Furnished,48.57
899.0,3,3.0,23,3,10.8,Coastal,,56.29
1576.0,3,2.0,27,3,12.6,IT Corridor,Fully-Furnished,80.14
1736.0,4,5.0,20,0,2.2,City Center,Unfurnished,110.16
2301.0,4,4.0,28,2,10.3,Outskirts,Semi-Furnished,63.83
1052.0,2,1.0,18,1,4.9,City Center,Unfurnished,75.1
1702.0,3,3.0,28,0,12.9,IT Corridor,Unfurnished,77.08
1551.0,4,,14,3,8.1,IT Corridor,Semi-Furnished,100.53
889.0,1,1.0,19,0,8.2,Coastal,Unfurnished,47.05
1390.0,3,2.0,5,0,11.0,Suburb,Semi-Furnished,72.12
1268.0,3,4.0,19,0,8.6,Suburb,Semi-Furnished,61.6
450.0,2,3.0,1,0,14.2,IT Corridor,Unfurnished,29.54
1699.0,3,3.0,8,1,5.1,City Center,Semi-Furnished,129.73
1670.0,4,5.0,5,1,4.5,Suburb,Semi-Furnished,90.26
,2,3.0,2,0,11.0,IT Corridor,Unfurnished,77.26
731.0,2,1.0,29,3,16.3,Outskirts,Semi-Furnished,31.68
2140.0,4,5.0,6,3,14.6,IT Corridor,Semi-Furnished,122.87
1533.0,3,4.0,25,0,7.1,City Center,Fully-Furnished,93.35
1908.0,4,5.0,23,0,19.2,Rural,Fully-Furnished,55.28
2105.0,5,5.0,17,3,11.7,IT Corridor,Unfurnished,109.74
1140.0,1,1.0,30,2,27.0,Rural,Semi-Furnished,26.31
1806.0,4,4.0,19,0,11.5,Coastal,Semi-Furnished,100.12
1279.0,2,2.0,29,0,13.9,Suburb,Unfurnished,47.81
1369.0,3,2.0,23,2,6.1,Suburb,,62.43
1357.0,2,2.0,0,0,10.8,IT Corridor,Unfurnished,81.56
1399.0,2,1.0,25,3,5.8,Suburb,Semi-Furnished,56.97
1957.0,3,3.0,17,3,14.3,IT Corridor,Semi-Furnished,105.14
1462.0,4,3.0,7,2,21.0,Rural,Semi-Furnished,49.83
1323.0,2,1.0,1,3,15.4,IT Corridor,Unfurnished,89.63
1262.0,3,3.0,24,2,14.7,IT Corridor,Fully-Furnished,63.57
1571.0,3,4.0,20,3,9.4,Coastal,Unfurnished,107.25
953.0,1,1.0,20,1,18.5,Rural,Semi-Furnished,23.89
1149.0,2,2.0,14,1,6.9,Suburb,Unfurnished,49.82
1374.0,3,4.0,8,1,14.1,IT Corridor,Fully-Furnished,89.22
1117.0,2,1.0,15,0,7.7,IT Corridor,Fully-Furnished,61.59
,3,4.0,8,3,24.2,Rural,Semi-Furnished,43.87
1095.0,2,1.0,20,0,11.6,IT Corridor,Fully-Furnished,55.66
2402.0,5,5.0,5,1,17.5,Outskirts,Semi-Furnished,95.26
2065.0,4,3.0,23,1,15.7,,Semi-Furnished,64.25
1625.0,3,3.0,16,2,3.7,City Center,Semi-Furnished,105.06
1373.0,4,4.0,6,2,13.6,Outskirts,Fully-Furnished,68.89
2495.0,5,6.0,30,2,8.9,Suburb,Unfurnished,91.83
1561.0,3,2.0,16,0,2.5,City Center,Semi-Furnished,119.3
1357.0,2,3.0,24,3,14.1,IT Corridor,Unfurnished,71.73
1552.0,3,2.0,26,3,11.4,IT Corridor,Semi-Furnished,82.76
1553.0,4,3.0,5,0,6.0,City Center,Unfurnished,123.91
2105.0,4,5.0,17,2,3.9,Suburb,Semi-Furnished,111.94
1391.0,2,2.0,3,0,15.5,IT Corridor,Semi-Furnished,81.91
2450.0,5,5.0,18,2,2.4,City Center,Fully-Furnished,163.88
959.0,2,1.0,8,3,15.3,IT Corridor,Fully-Furnished,68.26
1747.0,5,5.0,26,3,12.2,IT Corridor,Unfurnished,74.02
899.0,1,2.0,5,2,11.4,Suburb,Unfurnished,47.03
2309.0,5,6.0,15,1,16.3,IT Corridor,Unfurnished,125.14
1235.0,3,2.0,4,2,7.3,Suburb,Semi-Furnished,69.05
1371.0,2,2.0,28,2,12.1,IT Corridor,Unfurnished,68.77
1862.0,3,4.0,22,2,8.4,Suburb,Fully-Furnished,89.88
2028.0,4,3.0,15,3,9.5,Suburb,Unfurnished,96.37
844.0,3,4.0,9,3,0.5,City Center,Fully-Furnished,80.54
1227.0,2,2.0,7,2,8.4,Suburb,Semi-Furnished,72.32
703.0,1,1.0,17,3,8.2,Suburb,Semi-Furnished,37.92
1469.0,4,3.0,3,0,0.6,City Center,Semi-Furnished,121.85
1349.0,4,5.0,9,2,8.3,Suburb,Fully-Furnished,84.68
,2,1.0,1,0,0.5,City Center,Unfurnished,105.32
1058.0,1,1.0,30,0,7.0,City Center,Fully-Furnished,70.25
1207.0,3,2.0,21,0,10.2,Suburb,Fully-Furnished,54.45
1027.0,2,2.0,18,3,17.5,IT Corridor,Semi-Furnished,52.91
1664.0,4,3.0,21,2,22.3,Rural,Semi-Furnished,46.76
2158.0,4,4.0,4,0,5.4,Suburb,Unfurnished,120.76
450.0,1,1.0,23,2,3.7,City Center,Semi-Furnished,35.78
1342.0,2,3.0,24,3,7.0,IT Corridor,Semi-Furnished,82.71
1191.0,3,3.0,22,3,12.6,IT Corridor,Unfurnished,74.93
1646.0,4,4.0,8,0,9.8,IT Corridor,Unfurnished,93.09
924.0,1,2.0,11,1,10.9,IT Corridor,Fully-Furnished,56.89
1327.0,2,,14,3,12.7,IT Corridor,Fully-Furnished,76.16
880.0,3,3.0,29,0,9.0,Suburb,Unfurnished,36.67
1748.0,3,3.0,8,2,20.4,Outskirts,Semi-Furnished,72.5
1450.0,2,3.0,25,2,16.8,Outskirts,Semi-Furnished,51.51
1319.0,3,3.0,15,0,11.1,Outskirts,Fully-Furnished,48.01
1585.0,3,4.0,24,0,11.8,Suburb,Semi-Furnished,61.28
1277.0,2,3.0,9,3,3.9,Coastal,Semi-Furnished,85.67
623.0,1,2.0,11,3,9.2,Suburb,Fully-Furnished,38.24
1698.0,3,2.0,9,2,5.2,Suburb,Unfurnished,77.39
1544.0,3,4.0,9,3,6.4,Suburb,Semi-Furnished,76.76
1323.0,3,4.0,4,0,15.8,IT Corridor,Fully-Furnished,84.89
1892.0,3,3.0,8,0,6.2,Coastal,Fully-Furnished,133.44
2009.0,4,5.0,29,3,1.0,City Center,Fully-Furnished,135.69
854.0,2,1.0,2,0,7.2,Suburb,Unfurnished,44.02
1009.0,3,4.0,6,2,14.0,,Semi-Furnished,47.54
2174.0,5,4.0,8,2,7.2,City Center,Unfurnished,167.65
2109.0,4,4.0,8,1,5.4,Suburb,Fully-Furnished,116.25
1031.0,2,1.0,26,1,8.2,IT Corridor,Semi-Furnished,50.44
810.0,2,2.0,12,3,26.6,Rural,Unfurnished,27.58
1081.0,3,4.0,26,3,0.5,City Center,Semi-Furnished,77.41
1151.0,3,,3,0,7.8,Suburb,Semi-Furnished,62.77
608.0,2,1.0,21,2,12.2,Suburb,Fully-Furnished,36.37
1416.0,4,4.0,7,0,14.9,Outskirts,Semi-Furnished,54.15
760.0,1,2.0,27,0,7.5,Suburb,Unfurnished,1800.32
795.0,1,2.0,12,3,0.8,City Center,Semi-Furnished,61.28
1858.0,4,4.0,20,2,0.5,City Center,Unfurnished,132.79
1058.0,2,3.0,18,0,7.1,Suburb,Unfurnished,41.98
1364.0,3,2.0,10,1,3.3,City Center,Semi-Furnished,118.8
1715.0,3,4.0,16,3,12.6,Suburb,Semi-Furnished,89.28
1807.0,3,3.0,22,3,11.7,Suburb,Unfurnished,73.03
1231.0,3,3.0,11,0,7.2,Suburb,Unfurnished,57.33
1422.0,3,3.0,20,0,12.7,Outskirts,Unfurnished,42.44
987.0,2,2.0,20,3,10.9,Suburb,Unfurnished,47.75
2274.0,4,3.0,25,3,6.5,IT Corridor,Semi-Furnished,118.41
1725.0,4,3.0,23,1,1.6,City Center,Unfurnished,133.53
848.0,1,,14,3,23.9,Rural,Unfurnished,22.94
1402.0,3,2.0,8,2,8.6,IT Corridor,Unfurnished,94.51
1757.0,4,5.0,13,3,0.5,City Center,Semi-Furnished,134.99
1640.0,3,2.0,7,2,9.9,Suburb,Fully-Furnished,90.33
2315.0,4,3.0,4,2,20.0,Rural,Semi-Furnished,70.41
2086.0,3,4.0,19,1,9.1,IT Corridor,Unfurnished,110.43
1130.0,2,2.0,25,3,12.9,Outskirts,Fully-Furnished,48.07
1355.0,2,2.0,12,2,12.1,IT Corridor,,81.92
759.0,2,2.0,27,0,4.8,Suburb,Fully-Furnished,36.29
1525.0,3,4.0,25,2,15.1,IT Corridor,Semi-Furnished,78.35
1476.0,4,4.0,1,1,13.9,Outskirts,Unfurnished,69.87
2752.0,6,5.0,0,0,8.1,Suburb,Semi-Furnished,133.97
1449.0,3,,28,0,7.8,Suburb,Semi-Furnished,56.13
450.0,1,1.0,16,3,9.8,IT Corridor,Unfurnished,28.72
1064.0,2,3.0,14,0,11.9,Outskirts,Semi-Furnished,38.1
1456.0,3,4.0,10,3,11.2,Coastal,Unfurnished,94.85
772.0,2,2.0,6,3,15.4,Outskirts,Fully-Furnished,47.2
966.0,1,,6,0,8.5,Suburb,Semi-Furnished,56.29
1217.0,2,3.0,19,2,17.8,Outskirts,Fully-Furnished,54.56
1571.0,3,2.0,26,0,22.7,Rural,Unfurnished,27.77
1317.0,2,1.0,9,2,10.7,Suburb,Semi-Furnished,67.53
955.0,2,3.0,6,1,2.9,City Center,Fully-Furnished,78.11
,5,,11,3,9.2,IT Corridor,Semi-Furnished,117.73
1130.0,2,1.0,24,3,17.1,Outskirts,Unfurnished,42.89
1150.0,2,3.0,23,2,10.4,Outskirts,Semi-Furnished,46.18
710.0,1,2.0,26,2,10.7,Suburb,Semi-Furnished,37.0
1007.0,2,3.0,15,0,0.5,City Center,Semi-Furnished,74.66
1726.0,3,2.0,29,1,10.0,Suburb,Unfurnished,54.06
591.0,1,2.0,18,2,11.9,Coastal,Semi-Furnished,36.43
1364.0,3,4.0,3,3,13.5,IT Corridor,Fully-Furnished,97.03
1759.0,4,5.0,17,1,10.0,IT Corridor,Unfurnished,100.16
1211.0,2,2.0,4,0,2.7,City Center,Fully-Furnished,111.91
1520.0,3,4.0,28,1,1.7,City Center,Unfurnished,89.45
842.0,1,2.0,2,2,5.3,Suburb,Semi-Furnished,51.96
2055.0,5,4.0,21,1,11.5,Outskirts,Unfurnished,70.46
1951.0,3,2.0,9,3,8.9,Suburb,Semi-Furnished,107.7
,3,4.0,6,0,10.4,Suburb,Unfurnished,74.96
522.0,2,3.0,28,0,9.6,Outskirts,Unfurnished,17.57
877.0,2,2.0,16,2,8.6,Suburb,Unfurnished,47.56
1888.0,4,3.0,19,2,13.3,IT Corridor,Fully-Furnished,106.87
2257.0,4,5.0,24,2,15.1,Outskirts,Semi-Furnished,77.64
1548.0,2,2.0,4,2,11.8,Outskirts,Fully-Furnished,62.45
2024.0,4,3.0,30,2,17.8,Outskirts,Semi-Furnished,61.53
1096.0,2,2.0,3,3,11.2,Outskirts,Fully-Furnished,49.8
1305.0,2,1.0,2,1,9.7,Coastal,Semi-Furnished,81.08
1401.0,3,3.0,23,1,29.5,,Fully-Furnished,36.84
1612.0,4,4.0,2,1,8.7,Outskirts,Semi-Furnished,70.71
636.0,2,3.0,19,1,15.5,Outskirts,Unfurnished,27.11
1870.0,3,2.0,23,1,9.7,Suburb,Unfurnished,81.14
2061.0,4,5.0,0,3,25.4,Rural,,63.01
826.0,1,1.0,5,0,6.5,Suburb,Unfurnished,45.5
722.0,2,1.0,18,0,13.8,Outskirts,Semi-Furnished,25.81
1575.0,4,5.0,14,3,10.6,Outskirts,Unfurnished,69.85
1073.0,3,2.0,5,3,3.1,City Center,,90.91
450.0,1,2.0,20,0,16.3,Outskirts,Unfurnished,15.77
1804.0,3,4.0,9,1,9.8,IT Corridor,Fully-Furnished,109.19
1478.0,3,3.0,16,2,6.0,Suburb,Unfurnished,69.61
1162.0,2,2.0,3,1,7.3,Suburb,Unfurnished,64.11
2457.0,4,,17,0,2.7,City Center,Unfurnished,143.84
1469.0,3,3.0,30,3,14.9,,Unfurnished,48.53
1023.0,2,1.0,4,0,7.4,Coastal,Semi-Furnished,68.24
1451.0,3,3.0,14,1,2.9,City Center,Fully-Furnished,112.44
880.0,1,1.0,5,2,7.9,IT Corridor,Unfurnished,58.17
1019.0,1,2.0,19,0,16.7,Rural,Unfurnished,21.03
1593.0,3,4.0,11,2,13.5,IT Corridor,Unfurnished,90.62
1123.0,2,1.0,6,0,15.9,IT Corridor,Semi-Furnished,60.43
1175.0,2,2.0,7,3,0.5,City Center,,102.72
2234.0,4,5.0,11,2,12.8,Outskirts,Semi-Furnished,83.87
1830.0,3,3.0,2,3,8.6,Coastal,Fully-Furnished,144.71
1801.0,4,3.0,20,2,5.5,City Center,Unfurnished,108.75
1664.0,3,,8,1,16.6,Outskirts,Unfurnished,69.8
1642.0,3,4.0,23,0,12.5,Suburb,Unfurnished,59.73
2128.0,4,3.0,30,2,24.6,Rural,Fully-Furnished,53.92
1390.0,2,3.0,28,1,3.9,City Center,Unfurnished,78.63
2328.0,5,6.0,14,3,8.9,Coastal,Fully-Furnished,162.8
924.0,1,1.0,7,1,6.4,,Unfurnished,61.53
1272.0,2,2.0,11,1,15.2,IT Corridor,Unfurnished,73.61
711.0,1,2.0,7,3,13.5,IT Corridor,Semi-Furnished,51.52
1228.0,3,2.0,24,3,14.6,IT Corridor,Semi-Furnished,73.24
1659.0,3,2.0,12,1,10.6,IT Corridor,Unfurnished,96.38
2126.0,5,5.0,26,2,10.7,Coastal,Semi-Furnished,123.2
1068.0,2,1.0,9,2,8.6,IT Corridor,Unfurnished,73.52
1403.0,3,3.0,5,3,9.9,Suburb,Fully-Furnished,79.54
,2,2.0,25,3,1.0,Suburb,Semi-Furnished,64.06
1031.0,2,1.0,3,1,21.7,Rural,Fully-Furnished,34.49
805.0,2,3.0,11,0,13.9,IT Corridor,Semi-Furnished,44.34
1430.0,3,3.0,23,0,10.4,IT Corridor,Semi-Furnished,73.77
534.0,2,1.0,11,3,9.2,Suburb,Fully-Furnished,39.02
1455.0,3,3.0,25,3,0.5,City Center,Semi-Furnished,112.7
1410.0,3,4.0,15,1,7.3,City Center,Unfurnished,96.77
1071.0,2,1.0,6,3,10.5,Suburb,Semi-Furnished,61.48
895.0,2,1.0,17,2,24.6,,Unfurnished,24.8
708.0,2,1.0,6,2,15.9,Outskirts,Semi-Furnished,30.34
2336.0,5,4.0,10,1,15.7,Outskirts,Fully-Furnished,94.96
729.0,2,1.0,2,0,12.9,Suburb,Semi-Furnished,37.26
2179.0,4,,0,2,9.3,Suburb,Fully-Furnished,137.93
1700.0,3,3.0,1,0,3.4,Coastal,Unfurnished,138.93
1218.0,2,2.0,22,2,14.0,,Unfurnished,41.58
,1,1.0,5,1,6.5,City Center,Unfurnished,57.59
1921.0,4,3.0,3,2,13.4,IT Corridor,Unfurnished,121.76
2265.0,3,2.0,4,0,1.5,City Center,Unfurnished,180.11
933.0,2,1.0,26,3,10.5,Suburb,Unfurnished,43.99
1251.0,4,5.0,30,2,25.0,Rural,Unfurnished,33.3
1926.0,4,3.0,7,1,4.5,City Center,Semi-Furnished,139.94
1568.0,2,1.0,17,2,10.0,Outskirts,Semi-Furnished,56.21
,5,4.0,7,0,12.1,Outskirts,Semi-Furnished,86.81
1115.0,3,4.0,6,3,4.7,City Center,Semi-Furnished,113.84
1671.0,3,4.0,16,3,11.0,IT Corridor,Fully-Furnished,95.99
775.0,2,2.0,26,3,15.7,Outskirts,Semi-Furnished,32.69
2448.0,5,5.0,28,2,20.4,Outskirts,Semi-Furnished,75.45
1035.0,2,3.0,0,3,6.8,Coastal,Semi-Furnished,79.22
450.0,3,4.0,11,2,15.4,,Unfurnished,26.9
1337.0,3,4.0,23,3,10.1,IT Corridor,Unfurnished,72.47
1330.0,2,2.0,14,2,12.9,Outskirts,,53.29
2358.0,4,3.0,7,1,2.5,City Center,Unfurnished,179.04
1231.0,3,3.0,12,0,10.4,Outskirts,Fully-Furnished,56.46
1394.0,3,4.0,10,0,2.5,Suburb,Unfurnished,71.92
1697.0,4,3.0,3,1,28.7,Rural,Unfurnished,41.75
2193.0,4,4.0,19,2,11.4,IT Corridor,Fully-Furnished,115.95
1368.0,2,1.0,8,0,6.0,City Center,Semi-Furnished,108.21
1920.0,4,5.0,8,0,25.1,Rural,Fully-Furnished,52.35
1659.0,3,4.0,28,2,15.1,Outskirts,Semi-Furnished,55.69
1252.0,2,3.0,18,2,4.7,City Center,Fully-Furnished,93.72
1439.0,2,2.0,29,3,13.8,IT Corridor,,71.93
1414.0,2,2.0,15,2,5.2,Suburb,Unfurnished,65.71
942.0,1,1.0,7,2,15.2,IT Corridor,Semi-Furnished,58.72
2007.0,4,4.0,24,1,5.9,Suburb,Semi-Furnished,80.13
,1,1.0,28,3,3.3,City Center,Fully-Furnished,54.4
1986.0,4,4.0,8,2,22.2,Outskirts,Fully-Furnished,75.72
1877.0,4,5.0,0,1,2.9,City Center,Fully-Furnished,190.3
1353.0,2,1.0,30,0,16.6,IT Corridor,Semi-Furnished,55.46
1017.0,2,3.0,22,0,10.7,IT Corridor,Semi-Furnished,52.18
1287.0,2,1.0,11,3,10.5,Suburb,Semi-Furnished,70.94
1636.0,4,5.0,0,1,11.9,IT Corridor,Fully-Furnished,113.99
1772.0,2,3.0,17,3,12.9,IT Corridor,Unfurnished,95.39
1543.0,3,4.0,13,0,6.2,Suburb,Unfurnished,71.72
1896.0,3,3.0,13,0,22.0,Rural,Unfurnished,40.65
1121.0,2,1.0,12,1,8.7,Coastal,Semi-Furnished,68.67
1517.0,4,4.0,20,0,7.1,IT Corridor,Fully-Furnished,81.07
616.0,1,2.0,13,0,12.2,Outskirts,Fully-Furnished,30.6
1782.0,4,,30,0,13.6,IT Corridor,Semi-Furnished,75.27
1477.0,2,1.0,29,0,12.9,Outskirts,Fully-Furnished,42.7
1192.0,4,5.0,2,0,6.1,Suburb,Fully-Furnished,71.69
1981.0,5,5.0,10,2,0.5,City Center,Fully-Furnished,171.94
1746.0,4,,29,3,9.1,Suburb,Semi-Furnished,85.2
450.0,1,,0,2,13.6,Outskirts,Fully-Furnished,27.52
1420.0,2,3.0,9,2,9.1,Suburb,Fully-Furnished,80.58
672.0,2,2.0,3,3,24.2,Rural,Unfurnished,26.97
1933.0,4,5.0,12,3,20.1,Outskirts,Unfurnished,73.19
2645.0,5,4.0,23,3,13.4,,Fully-Furnished,96.14
1141.0,2,1.0,5,3,9.0,Outskirts,Semi-Furnished,48.62
1437.0,2,2.0,3,0,25.0,Rural,Unfurnished,36.98
1274.0,3,4.0,0,1,8.7,Suburb,Fully-Furnished,79.42
,3,4.0,1,3,15.2,Outskirts,Unfurnished,65.67
1722.0,4,3.0,24,3,7.0,IT Corridor,Semi-Furnished,104.17
2044.0,4,5.0,6,3,11.0,Coastal,Unfurnished,152.54
906.0,2,1.0,3,3,14.6,Outskirts,Unfurnished,45.63
2186.0,4,4.0,30,2,11.6,IT Corridor,Unfurnished,86.95
934.0,2,2.0,11,3,4.1,Suburb,Unfurnished,51.43
1539.0,4,3.0,13,3,26.1,Rural,Unfurnished,42.85
1979.0,5,5.0,9,2,14.5,Outskirts,Unfurnished,83.4
1757.0,4,3.0,4,2,6.7,City Center,Semi-Furnished,160.92
931.0,2,3.0,21,0,7.5,Suburb,Unfurnished,34.77
1049.0,1,2.0,20,0,0.5,City Center,Semi-Furnished,70.59
1169.0,3,2.0,11,0,25.1,Rural,Fully-Furnished,34.14
1374.0,3,4.0,11,0,9.0,IT Corridor,Fully-Furnished,91.58
1973.0,4,5.0,3,1,3.9,City Center,Semi-Furnished,165.61
754.0,1,1.0,17,1,0.5,City Center,Semi-Furnished,51.19
1633.0,2,2.0,14,1,24.3,Rural,Unfurnished,36.4
1705.0,3,3.0,30,2,8.0,Suburb,Fully-Furnished,65.96
1679.0,4,,9,0,8.6,Suburb,Semi-Furnished,80.22
1633.0,4,3.0,21,2,1.2,City Center,Semi-Furnished,114.96
2159.0,4,3.0,10,3,22.3,Rural,Semi-Furnished,59.17
1644.0,3,4.0,16,2,14.5,Outskirts,Unfurnished,61.6
1828.0,5,4.0,9,0,1.0,City Center,Semi-Furnished,130.04
1682.0,3,2.0,30,0,9.2,Suburb,Unfurnished,68.19
2297.0,6,6.0,13,2,7.9,Suburb,Fully-Furnished,130.83
450.0,1,1.0,15,0,1.2,Coastal,Semi-Furnished,33.0
2041.0,4,5.0,3,0,8.5,Suburb,Unfurnished,96.04
1269.0,3,4.0,14,2,28.8,Rural,Fully-Furnished,36.1
1260.0,4,3.0,28,0,9.6,,Semi-Furnished,48.9
915.0,1,2.0,26,2,16.5,Outskirts,Semi-Furnished,32.9
466.0,2,2.0,17,2,26.0,Rural,Fully-Furnished,28.42
1209.0,2,3.0,29,1,10.3,IT Corridor,Semi-Furnished,63.63
1056.0,3,3.0,4,1,3.8,Coastal,Semi-Furnished,79.33
1647.0,3,2.0,22,0,14.1,IT Corridor,Unfurnished,82.54
664.0,1,1.0,12,0,14.8,IT Corridor,Unfurnished,38.0
2116.0,5,5.0,11,1,10.4,Suburb,Semi-Furnished,105.22
1536.0,4,5.0,30,0,12.9,IT Corridor,Unfurnished,74.44
1276.0,4,4.0,12,3,3.9,City Center,Unfurnished,106.11
1045.0,3,3.0,18,3,11.6,IT Corridor,Fully-Furnished,65.71
1006.0,2,3.0,0,2,3.5,City Center,Fully-Furnished,88.62
835.0,2,2.0,6,1,11.7,IT Corridor,Fully-Furnished,58.06
1128.0,2,3.0,7,0,15.7,Outskirts,Unfurnished,45.29
1403.0,3,2.0,20,3,9.0,IT Corridor,Fully-Furnished,75.27
,2,1.0,24,3,6.9,Suburb,Unfurnished,50.29
693.0,1,1.0,13,3,16.4,Outskirts,Fully-Furnished,37.69
1267.0,1,1.0,15,0,10.7,IT Corridor,Semi-Furnished,54.32
953.0,2,2.0,20,2,0.5,City Center,Fully-Furnished,84.5
1480.0,3,4.0,26,0,15.1,Outskirts,Fully-Furnished,48.92
2332.0,6,6.0,23,0,2.1,Suburb,Semi-Furnished,108.08
1713.0,4,4.0,20,1,17.2,IT Corridor,,97.88
,2,3.0,2,3,10.8,Suburb,Fully-Furnished,69.25
588.0,2,3.0,17,3,16.7,Outskirts,Unfurnished,27.92
693.0,1,2.0,4,1,6.8,Suburb,Unfurnished,44.66
557.0,1,2.0,24,2,5.4,Suburb,Semi-Furnished,30.46
1763.0,2,3.0,17,3,11.1,IT Corridor,Unfurnished,94.44
,3,4.0,15,2,11.8,IT Corridor,Semi-Furnished,66.41
1431.0,3,2.0,1,1,12.5,Outskirts,Unfurnished,63.74
1089.0,1,2.0,20,3,3.2,City Center,Semi-Furnished,87.24
1446.0,3,4.0,15,1,9.7,Coastal,Fully-Furnished,96.73
,5,5.0,15,1,16.4,Outskirts,Fully-Furnished,79.1
1058.0,2,1.0,7,2,11.7,Outskirts,Fully-Furnished,49.31
1230.0,3,,10,0,8.5,Outskirts,Semi-Furnished,50.01
997.0,1,2.0,25,0,2.7,City Center,Semi-Furnished,67.9
1837.0,3,2.0,23,1,5.8,Coastal,Semi-Furnished,103.26
887.0,2,2.0,25,0,26.0,Rural,Fully-Furnished,27.91
834.0,2,1.0,2,2,13.5,Suburb,,43.83
706.0,1,2.0,6,3,19.5,Outskirts,Unfurnished,34.68
696.0,1,1.0,30,0,9.6,Suburb,Unfurnished,26.86
1635.0,4,3.0,2,0,10.9,Coastal,Semi-Furnished,128.29
2685.0,5,6.0,29,0,29.5,Rural,Unfurnished,51.94
902.0,2,1.0,21,0,14.9,Outskirts,Semi-Furnished,28.68
1876.0,4,,25,2,9.5,Suburb,Unfurnished,75.0
1526.0,4,4.0,12,2,11.2,Suburb,Semi-Furnished,78.84
849.0,3,4.0,14,3,11.6,IT Corridor,Semi-Furnished,61.91
1262.0,3,2.0,9,0,7.3,Suburb,Semi-Furnished,62.59
,3,2.0,13,3,12.6,Outskirts,Semi-Furnished,49.98
1055.0,2,1.0,27,3,8.8,Suburb,Semi-Furnished,45.98
2365.0,4,4.0,12,1,6.0,Coastal,Semi-Furnished,158.68
450.0,1,2.0,1,2,5.0,City Center,Semi-Furnished,49.26
1591.0,4,,14,1,13.8,Outskirts,Unfurnished,52.69
1566.0,4,5.0,2,0,6.9,City Center,Semi-Furnished,128.81
1110.0,4,4.0,6,3,12.2,Suburb,Unfurnished,58.58
1475.0,3,2.0,5,0,0.5,City Center,Fully-Furnished,118.6
1839.0,4,5.0,24,3,27.9,Rural,Fully-Furnished,67.98
1476.0,4,4.0,10,3,1.6,City Center,Unfurnished,121.77
1609.0,3,4.0,27,1,18.7,Outskirts,Unfurnished,47.31
1746.0,3,3.0,21,3,10.2,,Unfurnished,73.73
450.0,1,1.0,15,3,11.6,IT Corridor,Semi-Furnished,31.62
2139.0,5,4.0,7,0,10.7,Suburb,Semi-Furnished,93.65
2539.0,4,3.0,26,2,13.2,Outskirts,Unfurnished,75.49
1890.0,4,,20,0,15.7,Outskirts,Semi-Furnished,62.0
1907.0,3,4.0,9,0,15.9,Outskirts,Semi-Furnished,78.67
696.0,2,2.0,9,0,24.3,Rural,Semi-Furnished,19.26
1341.0,2,3.0,26,1,15.9,Outskirts,Unfurnished,42.11
994.0,2,3.0,20,2,11.9,Outskirts,Semi-Furnished,45.41
1106.0,1,2.0,30,0,10.4,Suburb,Unfurnished,32.24
1884.0,4,5.0,15,2,5.3,Suburb,Fully-Furnished,102.5
998.0,3,2.0,20,1,13.6,IT Corridor,Semi-Furnished,49.54
1335.0,2,1.0,24,3,16.1,Outskirts,Unfurnished,46.02
450.0,1,1.0,29,2,26.8,Rural,Semi-Furnished,18.73
1321.0,2,3.0,6,2,7.2,Suburb,Fully-Furnished,76.23
,2,2.0,22,3,11.5,,,94.02
1048.0,2,3.0,14,0,14.1,Outskirts,Semi-Furnished,38.0
1040.0,2,3.0,21,1,9.2,Suburb,Fully-Furnished,52.93
2343.0,4,5.0,1,2,0.6,,Fully-Furnished,225.04
795.0,2,1.0,14,2,12.9,Suburb,Unfurnished,39.2
875.0,1,2.0,30,0,1.5,City Center,Unfurnished,47.82
995.0,1,1.0,1,2,10.6,Coastal,Fully-Furnished,80.35
1999.0,4,5.0,6,1,6.1,Suburb,Unfurnished,110.16
2451.0,4,3.0,3,2,12.7,IT Corridor,Unfurnished,133.36
1566.0,5,4.0,25,3,13.8,Outskirts,Semi-Furnished,61.27
1041.0,1,1.0,25,2,17.5,Outskirts,Semi-Furnished,33.79
1186.0,3,4.0,17,2,8.0,Suburb,Semi-Furnished,64.49
1932.0,4,3.0,5,1,9.4,IT Corridor,Semi-Furnished,130.69
944.0,1,2.0,29,2,9.1,Coastal,Fully-Furnished,56.89
,3,4.0,21,2,11.4,Outskirts,Unfurnished,77.44
2108.0,5,4.0,13,0,9.1,IT Corridor,Unfurnished,108.6
